person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
24,20067,RENT,0.0,EDUCATION,C,13289,14.05,0,0.66,N,2
36,34791,MORTGAGE,1.0,DEBTCONSOLIDATION,B,3992,9.81,0,0.11,Y,9
31,29651,MORTGAGE,5.0,VENTURE,E,1818,18.98,0,0.06,N,6
23,19140,RENT,4.0,EDUCATION,B,6312,11.4,1,0.33,N,8
21,34916,RENT,6.0,HOMEIMPROVEMENT,A,2069,,0,0.06,N,11
27,23787,MORTGAGE,3.0,VENTURE,B,7799,9.89,0,0.33,N,8
20,16072,MORTGAGE,9.0,HOMEIMPROVEMENT,C,3730,11.97,0,0.23,N,10
23,14921,RENT,0.0,PERSONAL,B,3967,12.13,1,0.27,N,3
29,27601,MORTGAGE,12.0,MEDICAL,E,719,19.63,0,0.03,N,10
34,21049,RENT,13.0,VENTURE,A,10449,5.42,0,0.5,N,7
31,10336,RENT,3.0,DEBTCONSOLIDATION,B,2153,8.44,0,0.21,Y,7
20,35099,RENT,1.0,MEDICAL,E,2964,20.4,1,0.08,Y,9
29,16913,RENT,19.0,PERSONAL,B,5617,10.52,0,0.33,N,10
28,52873,RENT,4.0,DEBTCONSOLIDATION,A,4437,7.24,0,0.08,N,7
30,10181,MORTGAGE,,MEDICAL,A,24523,10.79,0,0.83,Y,2
37,19942,MORTGAGE,1.0,MEDICAL,D,1469,18.2,0,0.07,N,11
20,14988,OWN,0.0,EDUCATION,B,3758,10.93,0,0.25,N,3
24,12881,MORTGAGE,1.0,HOMEIMPROVEMENT,D,8521,14.46,1,0.66,N,7
31,16852,MORTGAGE,16.0,MEDICAL,C,3604,16.43,1,0.21,Y,8
20,58326,RENT,11.0,DEBTCONSOLIDATION,D,4903,17.1,0,0.08,N,2
36,23833,RENT,10.0,MEDICAL,E,30011,23.22,1,0.83,N,4
29,14250,RENT,5.0,PERSONAL,D,5146,15.77,0,0.36,N,6
32,8056,MORTGAGE,2.0,HOMEIMPROVEMENT,A,13101,5.42,0,0.83,Y,17
24,8546,RENT,5.0,PERSONAL,E,7744,22.14,0,0.83,N,9
32,16398,MORTGAGE,3.0,EDUCATION,B,8235,11.36,1,0.5,N,2
34,15544,MORTGAGE,10.0,DEBTCONSOLIDATION,D,4277,18.86,1,0.28,N,10
29,19472,MORTGAGE,1.0,DEBTCONSOLIDATION,B,1571,9.16,0,0.08,N,11
29,8000,RENT,2.0,HOMEIMPROVEMENT,A,10523,5.42,0,0.83,N,4
29,20943,RENT,2.0,EDUCATION,C,7257,12.46,0,0.35,N,6
22,38764,RENT,2.0,HOMEIMPROVEMENT,C,7150,9.83,0,0.18,N,7
26,53774,MORTGAGE,0.0,MEDICAL,E,4424,19.22,0,0.08,N,7
26,8000,MORTGAGE,2.0,EDUCATION,B,3122,8.19,0,0.39,N,5
30,14174,MORTGAGE,3.0,EDUCATION,C,12404,14.11,0,0.83,Y,2
33,13768,MORTGAGE,9.0,MEDICAL,B,6177,10.86,0,0.45,N,2
21,23864,OWN,5.0,EDUCATION,C,1366,12.66,0,0.06,N,2
26,11261,RENT,2.0,MEDICAL,B,4734,,1,0.42,N,3
36,55561,RENT,8.0,PERSONAL,B,3972,11.24,0,0.07,N,5
23,22560,RENT,,HOMEIMPROVEMENT,D,781,,0,0.03,N,8
22,20584,RENT,4.0,DEBTCONSOLIDATION,C,2911,16.77,0,0.14,N,2
28,52891,RENT,6.0,EDUCATION,C,30250,14.2,1,0.57,N,2
32,21832,MORTGAGE,3.0,DEBTCONSOLIDATION,E,941,20.65,0,0.04,Y,7
27,27451,RENT,4.0,HOMEIMPROVEMENT,C,2190,14.88,0,0.08,N,2
35,14574,RENT,2.0,HOMEIMPROVEMENT,C,894,16.89,0,0.06,N,3
32,10365,RENT,3.0,DEBTCONSOLIDATION,D,1622,14.89,1,0.16,N,5
32,15745,RENT,2.0,EDUCATION,B,1357,10.15,0,0.09,Y,4
31,73338,RENT,2.0,HOMEIMPROVEMENT,B,2144,8.93,0,0.03,N,2
41,31199,RENT,2.0,PERSONAL,F,16336,22.06,1,0.52,N,8
26,25616,RENT,5.0,DEBTCONSOLIDATION,C,9266,,0,0.36,N,10
20,12874,OTHER,4.0,MEDICAL,B,4099,9.68,1,0.32,Y,4
37,36358,RENT,2.0,VENTURE,A,15862,7.63,0,0.44,N,14
24,10438,RENT,7.0,EDUCATION,A,3521,7.75,0,0.34,N,2
28,9303,RENT,7.0,PERSONAL,D,2518,16.99,0,0.27,N,5
35,16197,RENT,2.0,PERSONAL,E,3629,,1,0.22,N,2
20,64535,OWN,2.0,PERSONAL,D,1622,19.66,0,0.03,N,3
20,62557,RENT,4.0,EDUCATION,D,1312,17.54,0,0.02,N,13
20,17185,MORTGAGE,11.0,EDUCATION,E,7799,18.0,1,0.45,N,7
22,15202,MORTGAGE,5.0,DEBTCONSOLIDATION,B,6199,9.81,0,0.41,N,6
30,8935,MORTGAGE,0.0,HOMEIMPROVEMENT,A,1996,5.7,0,0.22,N,2
30,22992,RENT,2.0,MEDICAL,C,6816,16.12,0,0.3,N,2
29,24079,RENT,9.0,HOMEIMPROVEMENT,E,7010,19.24,0,0.29,N,10
20,34004,RENT,4.0,MEDICAL,B,3219,,0,0.09,N,7
20,36347,MORTGAGE,2.0,DEBTCONSOLIDATION,D,2522,,0,0.07,N,2
28,19760,RENT,0.0,HOMEIMPROVEMENT,E,8553,19.14,1,0.43,N,2
24,29906,MORTGAGE,0.0,HOMEIMPROVEMENT,A,6724,6.08,0,0.22,N,7
30,14982,RENT,5.0,EDUCATION,B,16614,9.85,0,0.83,N,9
31,29595,RENT,3.0,HOMEIMPROVEMENT,B,6668,12.31,0,0.23,N,2
28,16664,RENT,2.0,HOMEIMPROVEMENT,B,1420,10.56,0,0.09,N,5
32,28359,RENT,3.0,PERSONAL,B,1681,10.88,0,0.06,N,6
29,27124,MORTGAGE,1.0,PERSONAL,B,4220,12.12,0,0.16,N,6
30,22875,OWN,2.0,DEBTCONSOLIDATION,C,8658,15.23,0,0.38,N,5
23,34098,RENT,7.0,DEBTCONSOLIDATION,C,6152,13.08,1,0.18,N,2
26,9286,RENT,,MEDICAL,E,3191,21.81,1,0.34,Y,6
28,12262,MORTGAGE,4.0,PERSONAL,C,1513,,0,0.12,Y,8
32,18986,RENT,20.0,EDUCATION,D,13741,16.11,1,0.72,N,2
25,9958,MORTGAGE,11.0,PERSONAL,B,13289,12.37,0,0.83,N,6
30,17610,RENT,0.0,HOMEIMPROVEMENT,A,1835,7.59,0,0.1,N,7
26,17925,MORTGAGE,1.0,PERSONAL,B,7825,11.44,1,0.44,N,2
26,45266,MORTGAGE,3.0,EDUCATION,D,5876,16.46,0,0.13,N,3
32,23822,RENT,5.0,MEDICAL,B,7934,11.0,0,0.33,N,2
20,38800,OWN,6.0,VENTURE,D,14222,15.9,1,0.37,N,5
20,26001,OWN,4.0,DEBTCONSOLIDATION,C,13328,,0,0.51,N,2
20,16405,RENT,3.0,EDUCATION,B,7005,10.37,0,0.43,Y,2
20,23707,MORTGAGE,1.0,PERSONAL,B,4143,11.37,0,0.17,N,7
23,32898,RENT,0.0,PERSONAL,C,3985,16.31,0,0.12,Y,10
32,42462,RENT,2.0,VENTURE,C,4216,,1,0.1,N,4
25,20480,MORTGAGE,5.0,PERSONAL,A,33221,8.18,1,0.83,Y,2
28,8900,MORTGAGE,1.0,VENTURE,C,5072,14.2,1,0.57,N,2
34,8563,RENT,2.0,MEDICAL,A,8483,8.72,1,0.83,N,3
35,18406,MORTGAGE,12.0,EDUCATION,B,6576,13.55,1,0.36,N,6
27,8000,RENT,3.0,EDUCATION,E,2458,19.23,1,0.31,N,2
35,59118,MORTGAGE,1.0,DEBTCONSOLIDATION,A,6866,5.42,0,0.12,N,6
28,30586,RENT,2.0,VENTURE,B,3091,9.13,0,0.1,N,2
22,15527,MORTGAGE,7.0,MEDICAL,D,2533,18.48,0,0.16,N,10
24,11964,RENT,8.0,EDUCATION,B,7449,11.48,0,0.62,N,2
20,38772,RENT,3.0,EDUCATION,B,2027,9.53,0,0.05,Y,4
22,11938,MORTGAGE,2.0,EDUCATION,C,9084,16.4,1,0.76,N,3
25,12581,RENT,6.0,HOMEIMPROVEMENT,D,7325,16.52,1,0.58,Y,6
32,14454,RENT,4.0,EDUCATION,D,11913,16.46,1,0.82,N,2
38,23452,RENT,8.0,PERSONAL,B,6877,10.56,1,0.29,Y,6
20,30990,OWN,5.0,DEBTCONSOLIDATION,F,2517,23.22,1,0.08,Y,3
30,42445,RENT,2.0,MEDICAL,A,10720,5.85,0,0.25,N,6
21,39133,OWN,13.0,PERSONAL,A,11115,,0,0.28,N,3
30,22035,RENT,1.0,PERSONAL,C,9185,14.84,0,0.42,N,10
26,38610,MORTGAGE,1.0,EDUCATION,D,8210,19.05,1,0.21,N,5
20,15228,MORTGAGE,4.0,VENTURE,A,1746,8.15,0,0.11,N,4
33,8091,RENT,1.0,DEBTCONSOLIDATION,B,8947,11.53,1,0.83,N,4
24,15227,OWN,7.0,PERSONAL,A,2049,8.04,0,0.13,N,4
24,14137,RENT,11.0,EDUCATION,B,3180,11.14,0,0.22,N,8
21,15559,RENT,2.0,EDUCATION,B,2745,9.94,0,0.18,N,5
23,12995,MORTGAGE,2.0,EDUCATION,C,1639,14.99,0,0.13,N,4
30,17092,MORTGAGE,1.0,HOMEIMPROVEMENT,A,5564,6.89,0,0.33,N,8
26,30977,MORTGAGE,1.0,PERSONAL,B,4808,12.89,0,0.16,N,14
29,56578,MORTGAGE,4.0,DEBTCONSOLIDATION,D,12453,18.84,1,0.22,N,3
29,8527,RENT,0.0,EDUCATION,A,11426,7.88,1,0.83,Y,6
35,10848,MORTGAGE,,HOMEIMPROVEMENT,A,5562,8.49,0,0.51,N,2
25,14252,RENT,3.0,VENTURE,B,8532,,0,0.6,N,7
20,33562,MORTGAGE,6.0,MEDICAL,C,4568,14.75,0,0.14,N,10
34,19678,OWN,2.0,HOMEIMPROVEMENT,E,4549,19.05,0,0.23,N,2
25,14790,RENT,9.0,MEDICAL,A,5366,7.38,1,0.36,Y,7
34,32669,MORTGAGE,15.0,HOMEIMPROVEMENT,B,4422,,0,0.14,N,2
30,37272,OWN,5.0,MEDICAL,D,5701,17.55,0,0.15,N,3
26,21800,MORTGAGE,1.0,VENTURE,C,7819,14.41,0,0.36,N,5
29,14059,MORTGAGE,11.0,PERSONAL,C,2092,14.32,0,0.15,N,8
39,25556,MORTGAGE,4.0,VENTURE,A,3693,10.12,0,0.14,N,2
40,19374,OWN,2.0,DEBTCONSOLIDATION,B,8460,11.2,1,0.44,Y,2
28,19291,OWN,7.0,VENTURE,F,3334,23.22,1,0.17,Y,2
28,16616,MORTGAGE,1.0,HOMEIMPROVEMENT,C,3383,14.05,0,0.2,N,6
34,36634,RENT,0.0,DEBTCONSOLIDATION,D,10004,17.51,1,0.27,N,2
22,25271,RENT,4.0,PERSONAL,B,2927,9.74,0,0.12,N,15
29,38934,OTHER,15.0,VENTURE,B,6656,10.15,0,0.17,Y,2
27,45934,MORTGAGE,3.0,DEBTCONSOLIDATION,B,5458,10.29,0,0.12,N,2
29,28351,MORTGAGE,4.0,PERSONAL,D,9148,,1,0.32,Y,2
22,16671,RENT,4.0,PERSONAL,B,4692,11.21,0,0.28,N,7
20,39033,RENT,0.0,EDUCATION,B,2826,9.69,0,0.07,N,3
20,28456,MORTGAGE,2.0,DEBTCONSOLIDATION,C,3113,12.42,0,0.11,N,8
20,92212,RENT,3.0,DEBTCONSOLIDATION,G,15663,23.22,1,0.17,N,7
24,26122,RENT,8.0,DEBTCONSOLIDATION,B,3382,12.77,1,0.13,N,13
25,32329,RENT,4.0,MEDICAL,A,3231,10.12,0,0.1,Y,2
39,25841,MORTGAGE,4.0,VENTURE,C,3557,13.95,0,0.14,Y,5
34,20858,OWN,7.0,PERSONAL,B,4066,10.61,0,0.19,N,4
21,19104,RENT,5.0,DEBTCONSOLIDATION,C,3693,14.66,1,0.19,N,2
29,25895,OWN,,DEBTCONSOLIDATION,G,7297,23.22,1,0.28,N,7
25,29338,RENT,3.0,MEDICAL,B,5277,10.57,0,0.18,N,4
25,41560,MORTGAGE,1.0,PERSONAL,B,3251,9.95,0,0.08,Y,8
28,26104,MORTGAGE,1.0,DEBTCONSOLIDATION,G,8150,23.22,0,0.31,N,6
31,17075,MORTGAGE,5.0,DEBTCONSOLIDATION,C,5985,11.72,1,0.35,N,5
25,18402,RENT,0.0,DEBTCONSOLIDATION,B,12442,11.96,0,0.68,N,11
34,10640,RENT,1.0,MEDICAL,B,6133,10.64,0,0.58,N,2
20,54921,RENT,3.0,EDUCATION,C,4493,15.26,0,0.08,N,9
27,16356,MORTGAGE,1.0,EDUCATION,B,4262,12.7,1,0.26,Y,7
43,37499,RENT,10.0,MEDICAL,D,5440,17.95,0,0.15,N,12
29,25644,RENT,2.0,DEBTCONSOLIDATION,A,6354,,1,0.25,Y,4
36,26031,RENT,4.0,PERSONAL,A,4907,5.42,0,0.19,N,14
28,20648,OTHER,8.0,VENTURE,A,3610,5.42,0,0.17,N,3
31,14281,MORTGAGE,2.0,DEBTCONSOLIDATION,E,7620,19.33,0,0.53,Y,7
27,12930,RENT,11.0,EDUCATION,A,6655,5.42,1,0.51,N,3
26,56991,MORTGAGE,2.0,MEDICAL,C,4979,13.98,0,0.09,N,9
23,23451,RENT,1.0,HOMEIMPROVEMENT,D,7847,15.7,1,0.33,Y,3
30,40900,MORTGAGE,1.0,MEDICAL,A,4658,6.18,0,0.11,Y,16
22,47178,OTHER,1.0,MEDICAL,E,4956,20.02,1,0.11,N,6
31,17571,MORTGAGE,1.0,HOMEIMPROVEMENT,C,7647,14.61,0,0.44,N,5
34,27803,MORTGAGE,7.0,PERSONAL,A,8609,5.82,0,0.31,N,2
29,22578,OWN,2.0,VENTURE,G,7764,23.22,1,0.34,N,2
25,11655,RENT,,DEBTCONSOLIDATION,D,2877,17.55,1,0.25,N,7
30,19890,MORTGAGE,5.0,PERSONAL,A,6393,6.83,0,0.32,N,2
25,30428,MORTGAGE,5.0,PERSONAL,D,5066,16.79,0,0.17,N,8
33,16739,RENT,10.0,PERSONAL,C,6465,,0,0.39,N,2
20,18422,OWN,,HOMEIMPROVEMENT,E,17614,18.67,1,0.83,N,2
25,20023,RENT,11.0,EDUCATION,C,4241,15.25,1,0.21,N,6
20,70357,RENT,2.0,MEDICAL,D,4991,20.44,0,0.07,N,11
20,8032,MORTGAGE,5.0,VENTURE,D,3314,17.43,0,0.41,N,5
35,29024,RENT,11.0,MEDICAL,D,4297,16.34,0,0.15,N,6
33,19161,MORTGAGE,9.0,MEDICAL,A,3058,5.42,1,0.16,N,2
23,15485,RENT,13.0,HOMEIMPROVEMENT,C,2319,13.26,0,0.15,N,5
20,18904,MORTGAGE,14.0,MEDICAL,E,1250,20.55,0,0.07,N,4
20,31794,MORTGAGE,6.0,DEBTCONSOLIDATION,E,3020,19.83,0,0.09,Y,12
24,32809,MORTGAGE,14.0,MEDICAL,D,3169,16.92,0,0.1,N,2
42,24399,MORTGAGE,3.0,EDUCATION,B,4716,10.84,0,0.19,N,8
30,40175,RENT,,EDUCATION,D,3369,16.26,0,0.08,N,2
24,44260,RENT,1.0,HOMEIMPROVEMENT,A,10124,6.92,0,0.23,N,4
30,34510,MORTGAGE,3.0,VENTURE,D,5760,,1,0.17,N,4
20,16310,MORTGAGE,0.0,HOMEIMPROVEMENT,B,8262,11.15,0,0.51,N,3
25,28910,MORTGAGE,1.0,MEDICAL,E,9780,20.23,1,0.34,N,2
28,28985,MORTGAGE,2.0,HOMEIMPROVEMENT,B,12976,13.1,0,0.45,N,2
27,14064,RENT,7.0,EDUCATION,B,9711,9.85,1,0.69,N,15
32,9291,RENT,2.0,HOMEIMPROVEMENT,D,2647,18.1,0,0.28,N,5
29,8000,MORTGAGE,3.0,EDUCATION,B,8968,12.27,1,0.83,N,2
31,22889,OWN,13.0,PERSONAL,B,6150,10.62,1,0.27,Y,8
23,25949,MORTGAGE,9.0,MEDICAL,D,12613,16.0,0,0.49,Y,9
33,11499,OWN,5.0,EDUCATION,A,5004,9.0,0,0.44,N,5
37,39156,MORTGAGE,10.0,PERSONAL,B,10950,9.05,0,0.28,N,2
21,23949,MORTGAGE,6.0,EDUCATION,D,5270,15.78,0,0.22,N,9
22,46267,RENT,0.0,DEBTCONSOLIDATION,E,5419,18.39,0,0.12,N,2
35,27005,MORTGAGE,13.0,DEBTCONSOLIDATION,A,7833,5.99,0,0.29,N,2
26,12252,RENT,2.0,DEBTCONSOLIDATION,B,3943,,1,0.32,N,2
36,28340,RENT,4.0,PERSONAL,B,7236,13.23,0,0.26,N,2
25,31842,MORTGAGE,7.0,PERSONAL,F,1697,22.37,0,0.05,N,8
36,16298,RENT,2.0,EDUCATION,C,6894,17.16,0,0.42,N,3
28,9965,RENT,3.0,HOMEIMPROVEMENT,B,2017,,0,0.2,N,15
29,23275,MORTGAGE,0.0,DEBTCONSOLIDATION,E,7244,19.24,1,0.31,N,6
37,12702,OTHER,1.0,EDUCATION,C,553,13.26,0,0.04,N,6
25,40802,RENT,1.0,MEDICAL,C,1379,14.29,0,0.03,Y,6
22,17607,MORTGAGE,2.0,PERSONAL,C,5100,14.11,1,0.29,N,3
25,56870,OWN,1.0,VENTURE,B,5163,9.25,0,0.09,Y,9
30,8000,RENT,14.0,DEBTCONSOLIDATION,A,4118,5.9,0,0.51,N,2
20,23721,MORTGAGE,4.0,VENTURE,C,8149,11.68,0,0.34,N,3
31,48347,OWN,0.0,VENTURE,B,9440,13.64,1,0.2,Y,9
24,13498,MORTGAGE,5.0,MEDICAL,B,28901,11.21,1,0.83,Y,11
34,20179,MORTGAGE,5.0,EDUCATION,E,5068,19.53,0,0.25,N,14
20,17647,OTHER,2.0,EDUCATION,C,10138,13.0,0,0.57,N,4
22,15122,MORTGAGE,0.0,HOMEIMPROVEMENT,D,2751,16.16,0,0.18,N,7
20,25198,RENT,3.0,VENTURE,D,3351,14.8,0,0.13,N,2
22,10802,MORTGAGE,7.0,EDUCATION,B,2766,11.24,0,0.26,N,12
29,20722,MORTGAGE,12.0,MEDICAL,C,4550,15.16,1,0.22,N,5
26,29254,RENT,0.0,PERSONAL,B,5745,13.35,1,0.2,N,8
26,19568,MORTGAGE,0.0,PERSONAL,A,10191,8.19,0,0.52,N,8
26,12706,MORTGAGE,1.0,PERSONAL,C,6260,15.12,0,0.49,Y,7
28,38816,RENT,3.0,HOMEIMPROVEMENT,B,12527,12.75,1,0.32,N,3
21,32913,RENT,,EDUCATION,A,12672,6.77,0,0.39,N,2
31,12423,OWN,1.0,DEBTCONSOLIDATION,F,5055,20.99,0,0.41,N,9
31,10810,RENT,6.0,EDUCATION,B,4568,12.17,0,0.42,N,3
30,13048,MORTGAGE,3.0,EDUCATION,B,1690,9.93,0,0.13,N,3
31,29729,RENT,11.0,HOMEIMPROVEMENT,C,3361,13.87,0,0.11,N,5
29,25631,MORTGAGE,8.0,EDUCATION,B,2789,9.48,0,0.11,N,5
39,34014,MORTGAGE,2.0,DEBTCONSOLIDATION,F,2875,23.22,1,0.08,N,4
27,18409,RENT,9.0,VENTURE,A,3653,8.28,0,0.2,N,5
25,13245,OWN,,PERSONAL,D,7103,14.9,1,0.54,N,6
23,36510,RENT,1.0,DEBTCONSOLIDATION,A,6020,7.15,0,0.16,N,2
21,16246,RENT,3.0,EDUCATION,A,9816,8.56,0,0.6,N,2
20,24406,OWN,28.0,EDUCATION,A,6433,6.81,0,0.26,N,8
22,9391,RENT,4.0,DEBTCONSOLIDATION,B,3248,10.98,1,0.35,N,7
27,16100,MORTGAGE,10.0,EDUCATION,E,8349,,1,0.52,Y,4
29,38375,MORTGAGE,7.0,VENTURE,A,1882,6.6,0,0.05,N,3
28,14854,RENT,6.0,PERSONAL,B,9740,10.87,0,0.66,N,8
23,34474,RENT,3.0,DEBTCONSOLIDATION,B,2875,12.18,0,0.08,N,2
33,8000,MORTGAGE,0.0,EDUCATION,A,985,,0,0.12,N,2
32,16193,RENT,5.0,PERSONAL,B,7195,9.97,1,0.44,N,2
26,20045,MORTGAGE,8.0,DEBTCONSOLIDATION,D,3958,14.43,0,0.2,N,2
23,57434,RENT,2.0,HOMEIMPROVEMENT,C,11184,17.01,1,0.19,N,13
30,11579,MORTGAGE,1.0,HOMEIMPROVEMENT,B,9642,11.18,1,0.83,Y,2
28,31858,RENT,17.0,MEDICAL,B,2464,12.58,1,0.08,N,9
20,39391,RENT,2.0,VENTURE,B,14273,9.21,0,0.36,N,6
27,14811,OWN,3.0,EDUCATION,A,1314,8.86,0,0.09,N,7
29,17935,RENT,1.0,MEDICAL,A,6804,6.56,0,0.38,N,12
22,23810,MORTGAGE,6.0,EDUCATION,A,13322,9.07,0,0.56,N,7
28,9751,RENT,4.0,EDUCATION,A,2414,6.7,0,0.25,N,5
20,17148,RENT,1.0,PERSONAL,F,21555,,1,0.83,Y,11
35,44438,RENT,7.0,HOMEIMPROVEMENT,B,5505,12.63,0,0.12,N,2
35,29362,MORTGAGE,7.0,EDUCATION,A,6379,7.09,0,0.22,Y,10
26,20207,MORTGAGE,3.0,MEDICAL,C,11183,12.24,1,0.55,N,6
29,23439,RENT,5.0,VENTURE,B,6585,8.53,1,0.28,N,5
20,30318,MORTGAGE,7.0,PERSONAL,C,1944,14.62,0,0.06,N,4
20,33685,MORTGAGE,2.0,EDUCATION,B,517,,1,0.02,N,7
25,16219,RENT,12.0,EDUCATION,A,2482,7.31,0,0.15,N,3
21,51230,RENT,2.0,PERSONAL,C,2640,14.35,0,0.05,N,2
31,45432,RENT,12.0,HOMEIMPROVEMENT,B,2530,10.79,0,0.06,N,6
39,31968,RENT,11.0,MEDICAL,G,3156,23.22,0,0.1,N,8
20,13854,MORTGAGE,20.0,MEDICAL,C,669,,0,0.05,N,5
22,12567,OWN,0.0,PERSONAL,B,2134,10.78,0,0.17,N,7
29,18404,RENT,12.0,MEDICAL,B,7204,11.78,0,0.39,N,8
37,22775,MORTGAGE,8.0,EDUCATION,B,10193,,0,0.45,N,8
20,8327,RENT,3.0,PERSONAL,B,2951,12.6,0,0.35,N,8
29,28914,MORTGAGE,4.0,MEDICAL,B,7970,7.65,0,0.28,N,8
38,44716,MORTGAGE,1.0,VENTURE,F,802,22.36,1,0.02,N,6
20,30244,RENT,1.0,PERSONAL,B,5937,,0,0.2,N,2
20,15186,OWN,10.0,PERSONAL,B,11263,14.14,1,0.74,N,2
25,14229,RENT,3.0,HOMEIMPROVEMENT,B,7051,12.77,0,0.5,N,4
24,25975,OTHER,17.0,EDUCATION,A,4824,8.8,0,0.19,N,9
32,20245,RENT,0.0,PERSONAL,B,824,14.99,0,0.04,N,3
29,28104,MORTGAGE,1.0,DEBTCONSOLIDATION,E,18459,19.87,0,0.66,N,9
20,30667,MORTGAGE,0.0,PERSONAL,A,19123,10.11,0,0.62,Y,11
30,40156,OWN,19.0,VENTURE,A,8027,,0,0.2,N,14
24,11817,MORTGAGE,1.0,HOMEIMPROVEMENT,A,12485,5.53,1,0.83,N,8
35,24881,OWN,4.0,EDUCATION,C,4921,11.43,1,0.2,N,3
23,18035,RENT,5.0,MEDICAL,D,8374,,0,0.46,N,7
23,20863,MORTGAGE,13.0,MEDICAL,C,8843,14.99,0,0.42,N,9
30,35433,RENT,5.0,EDUCATION,C,4701,13.6,0,0.13,Y,2
32,37617,MORTGAGE,10.0,EDUCATION,D,2755,17.18,0,0.07,N,10
30,47531,MORTGAGE,0.0,DEBTCONSOLIDATION,D,9068,19.88,1,0.19,N,3
20,27835,RENT,7.0,EDUCATION,B,18307,11.07,1,0.66,Y,6
30,20733,RENT,4.0,HOMEIMPROVEMENT,C,11723,16.95,0,0.57,N,2
21,19166,RENT,3.0,MEDICAL,C,6239,15.16,0,0.33,N,10
29,8483,RENT,5.0,VENTURE,B,5911,12.6,1,0.7,N,2
20,46021,MORTGAGE,,MEDICAL,C,6154,13.66,0,0.13,Y,5
30,18452,RENT,1.0,MEDICAL,C,992,13.89,0,0.05,N,3
22,29092,MORTGAGE,1.0,MEDICAL,A,4561,7.03,0,0.16,Y,8
20,31998,RENT,17.0,MEDICAL,A,4225,6.87,0,0.13,N,4
31,11104,RENT,1.0,HOMEIMPROVEMENT,C,2110,14.98,1,0.19,Y,10
29,13255,RENT,14.0,DEBTCONSOLIDATION,A,10280,,0,0.78,N,4
24,51578,RENT,1.0,EDUCATION,B,5986,,0,0.12,N,8
36,25841,OWN,7.0,PERSONAL,A,786,5.95,0,0.03,N,8
25,16005,RENT,1.0,HOMEIMPROVEMENT,D,5792,,1,0.36,N,7
27,20547,MORTGAGE,1.0,EDUCATION,C,12010,15.49,0,0.58,N,7
29,40031,OWN,2.0,HOMEIMPROVEMENT,A,3238,7.09,0,0.08,N,2
23,36822,RENT,8.0,PERSONAL,D,2398,15.06,1,0.07,N,3
30,9834,RENT,8.0,PERSONAL,A,1993,,0,0.2,N,3
24,54114,RENT,3.0,PERSONAL,E,5270,18.8,1,0.1,N,8
25,37473,RENT,0.0,PERSONAL,F,2956,23.22,1,0.08,N,10
35,20254,MORTGAGE,4.0,HOMEIMPROVEMENT,C,1755,16.58,0,0.09,Y,6
21,11436,RENT,1.0,EDUCATION,D,15276,18.06,1,0.83,N,4
20,39328,RENT,11.0,DEBTCONSOLIDATION,D,5668,17.95,0,0.14,Y,5
37,28624,OWN,0.0,EDUCATION,B,3405,13.24,0,0.12,N,7
42,9879,RENT,1.0,VENTURE,A,15861,6.81,0,0.83,N,5
25,19386,MORTGAGE,1.0,VENTURE,A,5955,7.51,0,0.31,N,3
20,122933,MORTGAGE,4.0,EDUCATION,A,4472,6.73,0,0.04,N,2
25,22227,MORTGAGE,1.0,DEBTCONSOLIDATION,B,5725,12.18,0,0.26,N,2
25,14645,OWN,1.0,EDUCATION,A,3394,5.42,0,0.23,N,2
26,12648,RENT,19.0,MEDICAL,B,4457,9.67,0,0.35,N,6
21,58375,RENT,1.0,EDUCATION,B,7397,11.05,0,0.13,N,3
31,35110,MORTGAGE,8.0,EDUCATION,E,15945,,1,0.45,N,8
30,47767,RENT,4.0,PERSONAL,A,3346,9.86,1,0.07,N,2
20,25247,RENT,1.0,EDUCATION,C,7627,12.66,0,0.3,N,2
31,43901,MORTGAGE,2.0,DEBTCONSOLIDATION,A,1750,,0,0.04,N,5
40,13813,MORTGAGE,0.0,HOMEIMPROVEMENT,B,7003,11.38,1,0.51,Y,6
28,24086,OWN,0.0,DEBTCONSOLIDATION,B,17371,9.28,1,0.72,N,6
25,25793,RENT,1.0,VENTURE,B,4996,9.88,0,0.19,N,9
26,47114,MORTGAGE,0.0,VENTURE,A,3280,5.42,0,0.07,Y,11
31,26248,RENT,3.0,DEBTCONSOLIDATION,B,3387,11.83,0,0.13,Y,7
20,15614,MORTGAGE,4.0,MEDICAL,B,6896,9.79,0,0.44,Y,6
28,22816,RENT,2.0,DEBTCONSOLIDATION,D,5126,18.84,0,0.22,Y,7
25,8760,MORTGAGE,1.0,EDUCATION,A,3702,7.63,1,0.42,N,5
38,8000,MORTGAGE,3.0,MEDICAL,A,7765,6.71,0,0.83,N,10
26,34795,RENT,3.0,MEDICAL,G,2658,,0,0.08,Y,5
37,17923,MORTGAGE,18.0,PERSONAL,B,9005,11.58,0,0.5,N,5
21,19076,RENT,2.0,PERSONAL,C,3942,13.62,0,0.21,N,7
31,34787,RENT,4.0,DEBTCONSOLIDATION,B,7794,11.81,0,0.22,N,3
29,47493,RENT,3.0,MEDICAL,C,8846,,0,0.19,N,11
22,29553,MORTGAGE,2.0,PERSONAL,B,1261,,0,0.04,Y,2
